Date,Open,High,Low,Close,Adj Close,Volume
2022-02-09,62.11333465576172,62.526668548583984,61.473331451416016,61.746665954589844,61.746665954589844,1452900
2022-02-10,61.400001525878906,62.060001373291016,60.7400016784668,61.293331146240234,61.293331146240234,1587900
2022-02-11,60.97999954223633,61.28666687011719,59.79999923706055,59.97999954223633,59.97999954223633,1620150
2022-02-14,60.01333236694336,60.20000076293945,58.959999084472656,59.65999984741211,59.65999984741211,1604400
2022-02-15,60.27333450317383,60.81999969482422,59.746665954589844,60.073333740234375,60.073333740234375,954450
2022-02-16,59.779998779296875,60.77333450317383,59.779998779296875,60.633331298828125,60.633331298828125,1195050
2022-02-17,60.313331604003906,60.313331604003906,59.206668853759766,59.84000015258789,59.84000015258789,714150
2022-02-18,59.6533317565918,60.439998626708984,59.540000915527344,60.313331604003906,60.313331604003906,995550
2022-02-22,60.32666778564453,61.026668548583984,59.67333221435547,60.293331146240234,60.293331146240234,1165500
2022-02-23,60.87333297729492,60.88666534423828,59.526668548583984,59.56666564941406,59.56666564941406,1115550
2022-02-24,58.14666748046875,58.573333740234375,56.95333480834961,58.43333435058594,58.43333435058594,1369650
2022-02-25,58.81999969482422,60.86000061035156,58.81999969482422,60.793331146240234,60.793331146240234,831300
2022-02-28,59.099998474121094,60.46666717529297,59.040000915527344,60.20000076293945,60.20000076293945,1143300
2022-03-01,59.8466682434082,60.106666564941406,58.33333206176758,58.78666687011719,58.78666687011719,913350
2022-03-02,59.266666412353516,60.7400016784668,59.266666412353516,60.36000061035156,60.36000061035156,861150
2022-03-03,60.526668548583984,61.073333740234375,59.866668701171875,60.246665954589844,60.246665954589844,978600
2022-03-04,59.186668395996094,60.073333740234375,58.69333267211914,60.060001373291016,60.060001373291016,958200
2022-03-07,59.400001525878906,59.880001068115234,58.87333297729492,59.266666412353516,59.266666412353516,988650
2022-03-08,59.64666748046875,61.2400016784668,59.02000045776367,59.48666763305664,59.48666763305664,1369950
2022-03-09,61.02000045776367,61.70000076293945,60.31999969482422,61.119998931884766,61.119998931884766,1815150
2022-03-10,60.47999954223633,62.06666564941406,60.41999816894531,61.87333297729492,61.87333297729492,1107600
2022-03-11,62.1533317565918,63.5,62.13999938964844,62.93333435058594,62.93333435058594,1303800
2022-03-14,63.68000030517578,64.3066635131836,62.13999938964844,62.45333480834961,62.45333480834961,1420800
2022-03-15,63.13999938964844,63.59333419799805,62.540000915527344,63.33333206176758,63.33333206176758,1605000
2022-03-16,63.733333587646484,63.766666412353516,61.866668701171875,62.69333267211914,62.69333267211914,1653150
2022-03-17,62.253334045410156,63.5,61.900001525878906,63.49333190917969,63.49333190917969,1206300
2022-03-18,63.459999084472656,64.0999984741211,62.5533332824707,64.0,64.0,2100450
2022-03-21,64.83333587646484,65.41999816894531,64.17333221435547,65.3133316040039,65.3133316040039,1010700
2022-03-22,65.71333312988281,66.32666778564453,65.17333221435547,65.88666534423828,65.88666534423828,1216650
2022-03-23,65.74666595458984,66.45333099365234,65.23999786376953,65.30000305175781,65.30000305175781,939600
2022-03-24,64.63999938964844,65.79000091552734,64.5,65.33999633789062,65.33999633789062,1411200
2022-03-25,65.5199966430664,66.12000274658203,65.33000183105469,65.9800033569336,65.9800033569336,1258700
